,branch,variable-name,type
797,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix 24th St WTP,Total Activity,output
798,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix 24th St WTP,Energy Demand Final Units,output
799,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix 24th St WTP,Useful Energy Demand,output
800,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix 24th St WTP,Demand Coproduction,output
801,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix 24th St WTP,Primary Requirements: Allocated to Demands,output
802,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix 24th St WTP,Device Stocks,output
803,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix 24th St WTP,Device Sales,output
804,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix 24th St WTP,Device Retirements,output
805,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix 24th St WTP,Vehicle mileage,output
806,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix 24th St WTP,Stock Average On-road Fuel Economy,output
807,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix 24th St WTP,New Vehicle Rated Fuel Economy,output
808,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix 24th St WTP,Twenty Year GWP Direct At Point of Emissions,output
809,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix 24th St WTP,One_Hundred Year GWP Direct At Point of Emissions,output
810,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix 24th St WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
811,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix 24th St WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
812,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix 24th St WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
813,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix 24th St WTP,Pollutant Loadings,output
814,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Scottsdale Chaparral WTP,Total Final Energy Consumption,output
815,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Scottsdale Chaparral WTP,Total Activity,output
816,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Scottsdale Chaparral WTP,Energy Demand Final Units,output
817,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Scottsdale Chaparral WTP,Useful Energy Demand,output
818,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Scottsdale Chaparral WTP,Demand Coproduction,output
819,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Scottsdale Chaparral WTP,Primary Requirements: Allocated to Demands,output
820,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Scottsdale Chaparral WTP,Device Stocks,output
821,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Scottsdale Chaparral WTP,Device Sales,output
822,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Scottsdale Chaparral WTP,Device Retirements,output
823,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Scottsdale Chaparral WTP,Vehicle mileage,output
824,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Scottsdale Chaparral WTP,Stock Average On-road Fuel Economy,output
825,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Scottsdale Chaparral WTP,New Vehicle Rated Fuel Economy,output
826,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Scottsdale Chaparral WTP,Twenty Year GWP Direct At Point of Emissions,output
827,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Scottsdale Chaparral WTP,One_Hundred Year GWP Direct At Point of Emissions,output
828,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Scottsdale Chaparral WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
829,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Scottsdale Chaparral WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
830,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Scottsdale Chaparral WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
831,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Scottsdale Chaparral WTP,Pollutant Loadings,output
832,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Tempe Martinez WTP,Total Final Energy Consumption,output
833,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Tempe Martinez WTP,Total Activity,output
834,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Tempe Martinez WTP,Energy Demand Final Units,output
835,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Tempe Martinez WTP,Useful Energy Demand,output
836,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Tempe Martinez WTP,Demand Coproduction,output
837,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Tempe Martinez WTP,Primary Requirements: Allocated to Demands,output
838,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Tempe Martinez WTP,Device Stocks,output
839,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Tempe Martinez WTP,Device Sales,output
840,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Tempe Martinez WTP,Device Retirements,output
841,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Tempe Martinez WTP,Vehicle mileage,output
842,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Tempe Martinez WTP,Stock Average On-road Fuel Economy,output
843,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Tempe Martinez WTP,New Vehicle Rated Fuel Economy,output
844,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Tempe Martinez WTP,Twenty Year GWP Direct At Point of Emissions,output
845,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Tempe Martinez WTP,One_Hundred Year GWP Direct At Point of Emissions,output
846,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Tempe Martinez WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
847,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Tempe Martinez WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
848,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Tempe Martinez WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
849,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Tempe Martinez WTP,Pollutant Loadings,output
850,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\South Tempe WTP,Total Final Energy Consumption,output
851,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\South Tempe WTP,Total Activity,output
852,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\South Tempe WTP,Energy Demand Final Units,output
853,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\South Tempe WTP,Useful Energy Demand,output
854,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\South Tempe WTP,Demand Coproduction,output
855,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\South Tempe WTP,Primary Requirements: Allocated to Demands,output
856,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\South Tempe WTP,Device Stocks,output
857,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\South Tempe WTP,Device Sales,output
858,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\South Tempe WTP,Device Retirements,output
859,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\South Tempe WTP,Vehicle mileage,output
860,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\South Tempe WTP,Stock Average On-road Fuel Economy,output
861,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\South Tempe WTP,New Vehicle Rated Fuel Economy,output
862,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\South Tempe WTP,Twenty Year GWP Direct At Point of Emissions,output
863,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\South Tempe WTP,One_Hundred Year GWP Direct At Point of Emissions,output
864,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\South Tempe WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
865,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\South Tempe WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
866,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\South Tempe WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
867,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\South Tempe WTP,Pollutant Loadings,output
868,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Mesa Val Vista WTP,Total Final Energy Consumption,output
869,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Mesa Val Vista WTP,Total Activity,output
870,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Mesa Val Vista WTP,Energy Demand Final Units,output
871,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Mesa Val Vista WTP,Useful Energy Demand,output
872,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Mesa Val Vista WTP,Demand Coproduction,output
873,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Mesa Val Vista WTP,Primary Requirements: Allocated to Demands,output
874,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Mesa Val Vista WTP,Device Stocks,output
875,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Mesa Val Vista WTP,Device Sales,output
876,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Mesa Val Vista WTP,Device Retirements,output
877,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Mesa Val Vista WTP,Vehicle mileage,output
878,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Mesa Val Vista WTP,Stock Average On-road Fuel Economy,output
879,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Mesa Val Vista WTP,New Vehicle Rated Fuel Economy,output
880,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Mesa Val Vista WTP,Twenty Year GWP Direct At Point of Emissions,output
881,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Mesa Val Vista WTP,One_Hundred Year GWP Direct At Point of Emissions,output
882,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Mesa Val Vista WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
883,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Mesa Val Vista WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
884,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Mesa Val Vista WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
885,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Mesa Val Vista WTP,Pollutant Loadings,output
886,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Gilbert WTP,Total Final Energy Consumption,output
887,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Gilbert WTP,Total Activity,output
888,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Gilbert WTP,Energy Demand Final Units,output
889,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Gilbert WTP,Useful Energy Demand,output
890,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Gilbert WTP,Demand Coproduction,output
891,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Gilbert WTP,Primary Requirements: Allocated to Demands,output
892,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Gilbert WTP,Device Stocks,output
893,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Gilbert WTP,Device Sales,output
894,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Gilbert WTP,Device Retirements,output
895,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Gilbert WTP,Vehicle mileage,output
896,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Gilbert WTP,Stock Average On-road Fuel Economy,output
897,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Gilbert WTP,New Vehicle Rated Fuel Economy,output
898,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Gilbert WTP,Twenty Year GWP Direct At Point of Emissions,output
899,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Gilbert WTP,One_Hundred Year GWP Direct At Point of Emissions,output
900,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Gilbert WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
